"","EarlyInf.rA","EarlyInf.rB","LateInf.rA","LateInf.rB","MiddleInf.rA","MiddleInf.rB","Sporangia0.rA","Sporangia0.rB","Sporangia24.rA","Sporangia24.rB","Sporangia36.rA","Sporangia36.rB","Sporangia48.rA","Sporangia48.rB"
"HMI56_001201-T1",67,209,237,214,280,256,1235,541,622,97,1042,701,843,796
"HMI56_001202-T1",30,109,75,65,123,127,405,181,326,54,492,282,335,353
"HMI56_001203-T1",42,117,128,144,162,144,191,91,406,64,586,414,313,301
"HMI56_001204-T1",937,1724,973,1299,2568,2431,3,6,3,0,7,2,11,6
"HMI56_001205-T1",14,45,42,36,46,34,90,41,138,21,177,127,114,165
"HMI56_001206-T1",3,15,36,27,17,21,137,65,124,14,139,137,180,223
"HMI56_001207-T1",31,75,88,106,87,68,373,180,284,32,290,210,234,261
"HMI56_001208-T1",51,176,191,199,262,192,395,177,688,115,880,575,785,664
"HMI56_001209-T1",0,0,0,0,1,0,0,0,6,0,24,11,37,25
"HMI56_001210-T1",1,4,7,0,1,5,68,33,195,30,254,211,165,220
"HMI56_001211-T1",41,172,109,148,248,178,1198,550,245,26,449,368,296,428
"HMI56_001212-T1",0,0,0,0,0,0,5,0,3,0,3,6,1,0
"HMI56_001213-T1",16.3900605121597,22.3437153106149,37.9233923172437,34.4125860704132,36.5842061926395,53.4773035664222,140.008168112512,65.442558708047,125.407082685369,9.51165918416548,123.325104280288,94.7200156191058,110.290242924546,118.504434604094
"HMI56_001214-T1",0,2,2,2,1,5,28,5,48,4,62,49,61,90
"HMI56_001215-T1",0,5,4,1,0,2,17,5,43,5,55,46,72,70
"HMI56_001216-T1",0,0,1,3,0,0,10,4,7,3,3,5,7,7
"HMI56_001217-T1",2,32,28,37,45,37,119,60,189,24,260,187,191,204
"HMI56_001218-T1",60,503,1378,1371,327,392,6898,3087,4802,679,5595,3771,5020,2347
"HMI56_001219-T1",5,21,13,31,17,28,76,23,94,19,99,58,57,34
"HMI56_001220-T1",97,279,172,148,391,300,621,290,267,56,716,522,549,975
"HMI56_001221-T1",29,54,57,64,87,93,384,199,117,24,222,160,193,253
"HMI56_001222-T1",11,36,20,27,26,27,184,102,73,23,96,56,92,133
"HMI56_001223-T1",22,49,49,36,75,66,482,217,222,25,242,178,222,240
"HMI56_001224-T1",53,166,200,234,174,216,1792,942,719,144,843,646,667,651
"HMI56_001225-T1",16,16,40,38,27,21,170,86,140,34,215,141,194,141
"HMI56_001226-T1",23.2146542833038,56.3764668082958,32.6315334467549,35.1334328210779,50.6786812311291,29.5265215966437,164.975230894614,83.6105681615219,58.9131217889797,20.0680413339609,122.424688083819,98.079983951231,86.6576772211925,125.055262986438
"HMI56_001227-T1",5,14,32,48,23,39,174,48,419,78,402,234,313,269
"HMI56_001228-T1",1,0,0,0,0,0,8,3,4,0,2,1,2,1
"HMI56_001229-T1",32,63,95,77,90,75,243,126,401,64,377,263,290,263
"HMI56_001230-T1",31,101,66,75,164,136,393,147,210,28,312,205,238,346
"HMI56_001231-T1",0,0,0.5,0,0,0,2,1,0.5,0,0.5,0,0.5,1.5
"HMI56_001232-T1",40,103,133,154,116,126,1017,537,698,108,754,637,733,788
"HMI56_001233-T1",53,144,150,117,204,167,394,190,515,66,784,540,498,655
"HMI56_001234-T1",89,94,102,98,177,185,186,121,192,23,232,175,245,311
"HMI56_001235-T1",8,37,39,26,54,53,156,72,109,20,134,103,100,131
"HMI56_001236-T1",7,20,31,34,29,22,136,59,156,26,141,124,151,129
"HMI56_001237-T1",67,175,102,105,258,229,441,196,230,49,768,543,1378,1185
"HMI56_001238-T1",14,66,61,85,76,78,357,159,356,45,378,307,332,299
"HMI56_001239-T1",12.21359620349,10.2187989739143,18.1205838328618,24.2356004415505,27.7565847852604,21.817392222435,84.5724294629089,49.7873611840483,68.6532274418984,25,80.7349684024547,56.6418599049662,93.7256633208552,145.174510563118
"HMI56_001240-T1",328,822,711,660,1167,1109,2402,1203,1563,301,3120,2223,2097,2886
"HMI56_001241-T1",14,62,59,58,68,41,212,109,211,20,321,230,218,252
"HMI56_001242-T1",0,0,1,0,0,0,0,0,37,8,95,84,60,62
"HMI56_001243-T1",68,127,221,250,254,194,477,243,812,82,989,584,729,654
"HMI56_001244-T1",29,52,69,49,66,66,186,66,98,15,198,143,137,275
"HMI56_001245-T1",9,40,46,55,23,23,188,74,151,12,151,125,171,144
"HMI56_001246-T1",12,16,45,30,19,7,224,122,342,37,336,264,293,539
"HMI56_001247-T1",21,64,85,90,85,77,62,25,74,21,178,125,133,132
"HMI56_001248-T1",26,84,67,76,118,119,219,71,398,57,438,333,442,736
"HMI56_001249-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_001250-T1",17,65,76,68,88,70,333,116,276,38,473,355,349,425
"HMI56_001251-T1",0,0,0,0,0,0,0,0,1,0,1,0,0,0
"HMI56_001252-T1",118.6761716947,263.417889113275,204.458805607708,244.421629855842,305.096082977608,310.299551995895,2843.39244476185,1523.25000261982,424.144555331051,101.523548294075,840.621355151353,610.161525669702,653.701412063062,1107.59773973324
"HMI56_001253-T1",7,31,44,46,55,47,290,153,171,27,161,128,157,170
"HMI56_001254-T1",22,36,75,76,83,56,375,185,227,50,468,348,477,519
"HMI56_001255-T1",220,641,490,504,740,674,1529,804,1062,179,1923,1317,1387,1850
"HMI56_001256-T1",3,4,1,6,18,13,3,1,5,1,283,190,965,551
"HMI56_001257-T1",53,135,147,137,205,142,641,318,505,83,739,528,538,792
"HMI56_001258-T1",2,14,6,13,8,11,42,19,27,9,37,34,27,35
"HMI56_001259-T1",133,570,465,482,628,630,2763,1493,1199,242,1381,973,1292,1026
"HMI56_001260-T1",31,126,154,138,175,111,1838,918,333,80,563,396,430,495
"HMI56_001261-T1",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"HMI56_001262-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_001263-T1",80,131,121,142,194,205,108,59,144,21,136,81,99,100
"HMI56_001264-T1",13,63,91,74,69,48,156,65,179,41,219,154,166,171
"HMI56_001265-T1",2,12,22,25,23,10,57,24,8,3,78,41,79,174
"HMI56_001266-T1",1.29295669873328,8.83218232315038,0,1.28843084208461,8.99999736714588,2.58342340798033,48.2129301633341,24.8833923060928,45.5256412468462,2.70420714622187,69.602522057715,41.9110051862475,45.4083935184056,44.9543861673155
"HMI56_001267-T1",0,0,0,0,0,0,0,1,0,0,1,0,1,1
"HMI56_001268-T1",0.707043301266725,2.16781767684962,2,3.71156915791539,2.63285412337675e-06,2.41657659201967,11.7870698366659,6.11660769390724,18.4743587531538,2.29579285377813,25.397477942285,3.08899481375253,8.59160648159444,8.04561383268445
"HMI56_001269-T1",48,112,153,157,193,156,337,169,373,66,641,455,502,610
"HMI56_001270-T1",22,80,84,75,102,90,911,390,269,47,503,338,376,570
"HMI56_001271-T1",38,128,96,115,137,152,267,121,258,48,418,263,298,321
"HMI56_001272-T1",158,268,175,237,432,404,259,147,360,97,587,438,454,751
"HMI56_001273-T1",3,10,15,18,13,7,76,23,45,11,55,33,56,41
"HMI56_001274-T1",50,129,190,158,177,200,1387,638,635,96,739,546,721,697
"HMI56_001275-T1",179,615,566,648,675,846,2238,1015,2137,301,2325,1626,1834,1684
"HMI56_001276-T1",14,57,53,52,59,53,149,48,237,30,362,270,297,536
"HMI56_001277-T1",1,1,0,0,2,1,15,3,61,8,84,64,67,135
"HMI56_001278-T1",0,1,0,0,1,0,1,0,0,0,0,0,0,1
"HMI56_001279-T1",2,2,0,0,0,3,2,0,2,3,12,11,14,10
"HMI56_001280-T1",1219,2574,2358,2546,3544,3202,2084,1039,3615,626,5485,3801,4143,5029
"HMI56_001281-T1",0,0,1,3,0,0,12,6,6,4,468,273,1255,801
"HMI56_001282-T1",0,0,0,1,0,0,1,0,5,3,5,5,7,12
"HMI56_001283-T1",0,6,2,2,0,0,4,3,5,0,6,2,3,1
"HMI56_001284-T1",708,1605,1306,1309,2469,2341,1442,712,3866,542,4921,3577,3759,4187
"HMI56_001285-T1",41,133,117,135,157,132,237,122,331,56,349,228,265,188
"HMI56_001286-T1",38,149,135,152,211,181,191,98,153,40,346,243,281,185
"HMI56_001287-T1",197,581,376,374,728,645,337,150,377,63,406,342,379,469
"HMI56_001288-T1",13,41,35,35,50,52,17,3,55,5,67,55,65,50
"HMI56_001289-T1",0,0,1,5,4,2,31,15,73,28,241,181,143,251
"HMI56_001290-T1",2,8,13,20,3,10,61,27,40,6,62,40,88,56
"HMI56_001291-T1",55,87,140,167,118,104,606,315,590,99,595,405,485,567
"HMI56_001292-T1",41,66,109,105,135,148,235,88,552,96,481,336,397,459
"HMI56_001293-T1",49,126,113,117,158,222,329,161,375,37,504,366,355,440
"HMI56_001294-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_001295-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"HMI56_001296-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_001297-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_001298-T1",28,42,25,37,67,52,217,142,119,18,142,106,116,200
"HMI56_001299-T1",91,356,220,195,411,397,110,53,103,16,118,98,108,132
"HMI56_001300-T1",79,220,202,174,322,298,646,287,542,63,825,560,563,859
"HMI56_001301-T1",23,86,116,130,144,122,636,299,377,57,437,314,389,496
"HMI56_001302-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_001303-T1",90,177,203,159,294,307,1145,697,736,124,1213,780,595,914
"HMI56_001304-T1",108,225,248,302,370,329,1485,797,1239,231,1823,1255,1406,2272
"HMI56_001305-T1",8,25,28,39,24,39,49,32,160,16,162,106,147,131
"HMI56_001306-T1",10,6,20,24,19,17,35,16,125,9,112,75,84,85
"HMI56_001307-T1",20,23,7,10,23,25,19,12,31,8,51,51,60,40
"HMI56_001308-T1",832,2150,1632,1570,2977,2631,1517,682,3367,532,5593,3896,4039,4722
"HMI56_001309-T1",25,103,126,100,109,138,289,133,418,57,436,305,388,386
"HMI56_001310-T1",154,413,444,395,524,530,1527,732,1690,220,1899,1392,1278,1224
"HMI56_001311-T1",34,104,101,91,166,114,201,94,351,60,600,418,403,414
"HMI56_001312-T1",12,30,34,40,37,40,85,41,183,17,184,125,128,174
"HMI56_001313-T1",1,0,5,4,0,2,13,10,576,82,852,545,574,689
"HMI56_001314-T1",0,1,0,3,1,1,1,1,0,0,1,1,0,0
"HMI56_001315-T1",48,142,118,156,147,185,540,299,739,113,717,455,613,581
"HMI56_001316-T1",95,243,157,160,354,297,1047,600,362,55,719,520,494,691
"HMI56_001317-T1",17,29,59,62,34,47,239,126,503,70,529,396,453,773
"HMI56_001318-T1",15,46,128,120,42,70,3147,1502,901,123,808,638,819,619
"HMI56_001319-T1",50,77,110,92,115,129,403,204,511,46,449,316,378,342
"HMI56_001320-T1",31,43,85,52,109,96,307,177,295,67,336,212,191,353
"HMI56_001321-T1",0,0,0,1,0,0,6,1,1,0,0,1,2,2
"HMI56_001322-T1",1,0,16,14,2,4,130,34,745,120,1678,1133,1178,1349
"HMI56_001323-T1",10,28,45,48,52,47,421,178,274,29,303,234,250,371
"HMI56_001324-T1",48,170,202,177,253,226,1136,645,542,137,951,621,759,754
"HMI56_001325-T1",25,103,118,115,145,135,726,332,265,45,312,258,289,319
"HMI56_001326-T1",23,92,123,110,104,66,510,269,559,75,932,679,557,721
"HMI56_001327-T1",46,148,61,82,171,155,161,65,96,15,120,87,80,116
"HMI56_001328-T1",246,627,525,677,839,798,3040,2002,1237,352,2363,1646,1816,2583
"HMI56_001329-T1",106,235,188,202,430,411,1655,889,643,129,1151,749,695,975
"HMI56_001330-T1",176,438,335,393,666,634.957141958193,3967,2146,981,142,1358,1085,991,1066
"HMI56_001331-T1",0,4,4,6,0,1,10,3,15,2,29,20,18,24
"HMI56_001332-T1",41,110,116,137,152,96,484,270,274,79,1346,918,844,1083
"HMI56_001333-T1",13,54,93,93,101,92,1017,507,242,42,368,259,309,376
"HMI56_001334-T1",38,68,70,86,88,107,518,263,314,44,395,292,326,443
"HMI56_001335-T1",29,75,100,98,101,70,253,149,334,74,442,312,399,334
"HMI56_001336-T1",27,61,105,96,86,104,140,71,321,55,397,247,298,330
"HMI56_001337-T1",7,19,25,20,25,22,100,61,130,17,217,163,137,209
"HMI56_001338-T1",18.2014920538252,97.5157513048748,69.4126386451753,78.6355533116692,117.295086295607,101.448086297512,191.17474615886,92.1245773354159,180.8111781219,34.6678156994554,290.83666564099,256.472347510506,334.565262186467,363.485474787202
"HMI56_001339-T1",6,2,10,11,6,7,69,31,158,26,193,135,189,333
"HMI56_001340-T1",4,10,38,33,28,36,37,21,63,19,101,94,96,88
"HMI56_001341-T1",38,74,153,113,149,104,900,429,736,117,827,652,586,944
"HMI56_001342-T1",24,53,53,68,69,60,151,65,278,52,362,250,300,483
"HMI56_001343-T1",145,386,209,273,484,372,90,52,124,54,392,288,340,615
"HMI56_001344-T1",508,998,839,999,1767,1568,239,122,470,46,384,297,306,298
"HMI56_001345-T1",19,56,45,50,85,89,21,16,37,5,20,19,28,31
"HMI56_001346-T1",1563,7711,9393,8813,8343,7834,29934,13833,36099,4808,18412,11606,20121,9701
"HMI56_001347-T1",2,2,1,2,3,3,19,4,9,0,7,11,13,1
"HMI56_001348-T1",3,10,8,9,7,2,6,2,20,1,15,6,22,13
"HMI56_001349-T1",26,66,54,81,87,110,289,120,323,38,390,258,300,262
"HMI56_001350-T1",51,138,150,182,242,228,1051,493,442,103,849,582,634,989
"HMI56_001351-T1",35,94,78,95,84,100,333,208,447,46,612,401,378,332
"HMI56_001352-T1",19,72,36,43,73,65,214,94,175,20,224,185,143,214
"HMI56_001353-T1",135,244,257,318,318,377,1112,638,1078,155,1788,1136,1175,1480
"HMI56_001354-T1",3,34,50,42,35,62,100,39,142,29,230,165,160,138
"HMI56_001355-T1",0,2,3,2,0,2,0,0,0,0,0,0,0,0
"HMI56_001356-T1",54,146,163,133,187,209,815,379,721,91,851,630,734,696
"HMI56_001357-T1",19,104,178,147,114,111,629,241,678,75,769,530,533,576
"HMI56_001358-T1",34,105,134,144,156,136,135,91,612,81,568,416,510,481
"HMI56_001359-T1",9,39,88,63,42,50,101,50,579,79,534,386,544,640
"HMI56_001360-T1",12,27,51,28,40,42,138,78,81,12,127,95,109,115
"HMI56_001361-T1",27,49,70,66,97,69,295,195,232,26,259,162,213,211
"HMI56_001362-T1",301,562,495,565,1008,914,866,487,602,106,949,660,745,1076
"HMI56_001363-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_001364-T1",47,103,89,95,119,119,152,66,460,63,538,340,479,730
"HMI56_001365-T1",0,0,0,0,0,0,6.36424613231614,5.2669206141423,0,0,0,0,0,0
"HMI56_001366-T1",15,43,64,54,63,68,219,91,257,32,362,239,256,299
"HMI56_001367-T1",294,654,518,607,926,894,1178,595,416,84,620,480,433,571
"HMI56_001368-T1",42,111,101,130,139,120,778,408,413,63,321,209,288,245
"HMI56_001369-T1",13,39,70,58,68,69,277,118,277,66,289,222,234,360
"HMI56_001370-T1",47,99,159,124,177,138,535,203,366,34,602,393,376,530
"HMI56_001371-T1",3,2,2,0,1,1,28,17,76,14,195,143,131,157
"HMI56_001372-T1",38.107692538377,144.4522447018,221.661894143449,198.077378111013,157.171107558553,141.169994982326,773.279572847478,308.834489075722,553.415677362593,118,869.344211818533,606.395443850499,778.795207677749,716.450313005597
"HMI56_001373-T1",19,96,114,103,56,88,811,431,317,64,438,272,310,235
"HMI56_001374-T1",14,38,45,47,75,55,499,266,223,43,262,202,184,175
"HMI56_001375-T1",1510,3256,2625,2336,5452,4929,10457,4966,6844,943,9700,6468,4462,4064
"HMI56_001376-T1",1,7,7,3,0,0,5,1,5,0,2,2,2,1
"HMI56_001377-T1",40,95,111,146,136,141,424,244,409,71,630,424,459,589
"HMI56_001378-T1",15,40,57,51,29,61,260,144,378,70,355,270,305,303
"HMI56_001379-T1",71,186,193,200,233,251,357,194,702,100,755,609,717,724
"HMI56_001380-T1",1,1,0,4,5,2,2,2,7,0,13,7,6,7
"HMI56_001381-T1",51,104,167,123,148,155,274,141,492,56,620,474,446,601
"HMI56_001382-T1",32,143,83,81,141,146,125,53,247,23,292,211,224,333
"HMI56_001383-T1",158,481,223,264,555,539,1685,854,536,73,728,604,566,724
"HMI56_001384-T1",22,42,28,40,79,39,72,29,212,27,203,132,136,146
"HMI56_001385-T1",44,145,101,135,185,172,974,478,472,73,727,506,531,689
"HMI56_001386-T1",17,57,45,45,91,66,55,18,60,37,181,139,142,175
"HMI56_001387-T1",23,81,114,85,95,73,755,311,529,85,1304,935,923,1130
"HMI56_001388-T1",0,2,1,1,2,0,0,0,0,0,0,0,0,0
"HMI56_001389-T1",106,290,219,219,440,385,1442,759,979,206,1590,1306,1309,2931
"HMI56_001390-T1",1,2,0,2,0,1,8,12,16,10,708,492,1800,1347
"HMI56_001391-T1",337,950,853,702,1184,1063,2331,1129,2112,360,3144,2339,2177,3011
"HMI56_001392-T1",1,8,9,5,0,3,72,38,170,24,199,125,194,264
"HMI56_001393-T1",38,91,167,165,161,142,409,169,481,76,686,529,539,694
"HMI56_001394-T1",41,106,133,112,173,166,344,159,395,59,528,369,387,318
"HMI56_001395-T1",26,83,52,85,118,107,461,229,320,33,358,258,265,295
"HMI56_001396-T1",56.5079157942625,214.096129878431,160.714781679252,226.393512973825,236.168701407099,218.392798277717,1245.20052875561,770.019206586962,455.028353071151,74,544.484852110807,417.778565815358,424.04464779001,447.301940505677
"HMI56_001397-T1",51.324089088123,218.816852531494,332.347505158113,306.481664580357,203.676427060345,194.543176629082,731.912769657696,348.905731483362,1301.9436460084,201,1228,823,1105,1008
"HMI56_001398-T1",3,32,15,15,23,31,183,68,202,25,335,275,210,304
"HMI56_001399-T1",49,179,202,189,233,223,587,293,493,131,818,511,633,776
"HMI56_001400-T1",14,44,41,40,52,54,100,50,208,30,257,184,173,196
"HMI56_001401-T1",11,40,50,59,61,41,228,98,195,26,254,188,186,226
"HMI56_001402-T1",8,25,22,30,26,26,67,34,49,9,123,76,95,146
"HMI56_001403-T1",60,147,158,174,205,187,714,320,704,159,953,730,943,1146
"HMI56_001404-T1",68,138,141,194,235,228,976,633,412,94,546,384,423,524
"HMI56_001405-T1",12,45,45,39,45,35,337,161,240,7,200,132,169,187
"HMI56_001406-T1",96,241,269,320,341,297,1659,876,1129,208,1059,841,1465,1077
"HMI56_001407-T1",0,0,0,3,0,0,0,0,0,0,0,1,0,0
"HMI56_001408-T1",95,218,150,196,301,278,1266,815,542,78,746,648,613,904
"HMI56_001409-T1",75,151,197,203,177,200,967,489,880,119,1179,792,852,894
"HMI56_001410-T1",83,210,247,297,350,316,2836,1417,1005,118,885,605,697,827
"HMI56_001411-T1",51,155,177,171,189,182,1549,723,429,52,493,329,406,445
"HMI56_001412-T1",21,29,43,47,69,53,600,303,270,33,491,374,310,565
"HMI56_001413-T1",98,250,202,213,348,314,408,156,830,126,1033,698,896,964
"HMI56_001414-T1",24,83,80,104,114,117,465,205,162,28,218,194,200,196
"HMI56_001415-T1",40.7929497690145,131.390727264176,169.33526355376,133.792234045091,147.076671229189,116.178713043991,509.694730037629,223.607382190696,639.795859168416,90.6909835683234,536.526305557975,413.640864077598,497.556325447697,446.180027230568
"HMI56_001416-T1",269,845,549,614,1022,978,2127,1280,1126,190,2038,1489,1698,2570
"HMI56_001417-T1",26,101,93,117,92,83,749,476,524,85,446,365,440,398
"HMI56_001418-T1",29,54,54,96,77,76,484,301,309,61,454,345,444,396
"HMI56_001419-T1",768,1689,1466,1505,2255,2371,2660,1435,5029,772,5912,4326,4425,4805
"HMI56_001420-T1",33,56,95,100,120,99,898,484,470,108,543,409,487,451
"HMI56_001421-T1",69,192,342,320,278,207,860,471,1227,214,1385,872,1186,955
"HMI56_001422-T1",0,0,0,0,0,0,1,1,0,0,0,0,0,1
"HMI56_001423-T1",23,81,101,104,113,103,190,89,384,46,468,305,303,328
"HMI56_001424-T1",0,2,0,2,1,0,8,2,7,2,16,11,17,20
"HMI56_001425-T1",42,211,192,172,307,239,430,211,201,43,395,273,359,337
"HMI56_001426-T1",37,129,113.120265472186,97.2074008445568,151.358641722231,134.136316248811,462.688986384096,260.061110711734,462.034566321744,66.1461773870413,566.550140537197,439.161604520302,400.551859888518,456.599799612805
"HMI56_001427-T1",6,42,64,85,54,47,357,153,329,42,396,284,362,344
"HMI56_001428-T1",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_001429-T1",223,519,516,590,644,570,1711,863,1332,224,1821,1341,1466,1644
"HMI56_001430-T1",5,23,8,23,40,19,118,69,85,9,85,58,57,62
"HMI56_001431-T1",37,96,84,83,161,155,564,337,294,61,389,301,279,277
"HMI56_001432-T1",0,1,1,0,0,2,21,8,16,5,137,90,216,177
"HMI56_001433-T1",9,20,27,46,14,30,62,31,70,10,114,79,99,95
"HMI56_001434-T1",3,15,11,3,28,29,17,14,11,3,20,14,14,13
"HMI56_001435-T1",2,4,15,10,12,22,33,14,14,0,23,22,14,18
"HMI56_001436-T1",79,188,210,223,256,303,1230,600,880,157,1028,678,690,901
"HMI56_001437-T1",146,368,238,301,493,459,2027,1050,725,131,1136,839,954,1808
"HMI56_001438-T1",17,27,49,53,44,67,129,80,188,31,288,181,151,213
"HMI56_001439-T1",2,8,8,9,3,5,38,18,358,41,1085,713,502,572
"HMI56_001440-T1",27.3742618304674,83.1967664381082,85.2426644438518,105.323401290987,98.6692034548955,121.291696497226,2375.58828858172,1329.7933317107,426.89140229628,78.8566139706494,485.818402405691,368.295816177536,522.213558276365,576.586505446207
"HMI56_001441-T1",57,171,179,234,228,209,742,431,621,139,897,565,699,815
"HMI56_001442-T1",0,3,1,2,8,5,30,16,15,2,11,12,5,14
"HMI56_001443-T1",89,196,168,183,250,237,920,387,1024,189,1705,1234,1208,2087
"HMI56_001444-T1",105,275,185,230,343,310,909,422,354,70,544,479,397,636
"HMI56_001445-T1",67,217.8108339529,175,200.479054317978,244.905260185454,212,1046.57704621295,578.310264400251,753.277861859778,163,955,622.140706653666,796.118573265101,789.647134460717
"HMI56_001446-T1",103,264,262,273,447,377,1855,892,1470,260,2873,2039,1984,2838
"HMI56_001447-T1",14,23,33,28,35,28,107,67,59,9,121,81,96,110
"HMI56_001448-T1",37.0438237571389,124.599096799207,122.163072821687,125.803714834374,164.847192432953,119.370771457505,580.058018669652,287.695497772163,387.380290749919,58.2072487187331,458.826719462073,334.861624973772,441.362733817254,498.550600244848
"HMI56_001449-T1",21,65,71,70,88,74.2070361144712,572.204261638048,376.257740784182,110.221777184999,23,212,159.361697193554,203.207292400258,239
"HMI56_001450-T1",6,18,11,13,24,28,173,82,49,10,65,50,62,74
"HMI56_001451-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_001452-T1",2,4,8,6,6,4,29,15,103,9,66,51,43,63
"HMI56_001453-T1",158,382,318,382,754,545,572,235,569,101,1122,793,758,1050
"HMI56_001454-T1",4,10,8,22,20,23,20,16,66,9,92,69,76,80
"HMI56_001455-T1",0,0,6,2,0,2,8,3,285,59,794,551,491,443
"HMI56_001456-T1",0,7,2,0,3,4,10,7,12,1,17,5,10,24
"HMI56_001457-T1",65,253,258,276,325,297,1231,539,1038,154,1322,923,942,981
"HMI56_001458-T1",40,102,192,167,157,96,695,324,552,87,820,577,644,456
"HMI56_001459-T1",195,493,409,453,650,642,1941,1018,1506,222,1878,1236,1387,1305
"HMI56_001460-T1",44,147,153,172,152,155,726,292,777,117,1077,733,771,1198
"HMI56_001461-T1",0,0,0,0,0,0,1,0,2,0,7,0,5,8
"HMI56_001462-T1",0,0,0,0,0,0,1,0,3,0,2,4,2,2
"HMI56_001463-T1",69,187,203,122,311,234,965,386,221,60,492,392,400,627
"HMI56_001464-T1",9,34,33,24,32,44,222,134,112,16,165,100,99,143
"HMI56_001465-T1",25,79,58,74,109,89,377,164,194,36,309,212,268,429
"HMI56_001466-T1",0,0,0,3,0,0,20,9,10,0,6,0,9,3
"HMI56_001467-T1",0,0,0,0,1,1,1,2,2,0,0,4,0,0
"HMI56_001468-T1",1,2,24,26,14,15,258,98,35,8,31,18,66.9564617088145,38
"HMI56_001469-T1",641,1762,1345,1341,2337,2096,1630,771,3617,473,5178,3706,3798,4586
"HMI56_001470-T1",2,4,8,4,9,14,47,21,76,9,248,138,139,137
"HMI56_001471-T1",2,3,4,11,2,10,3,1,12,0,21,30,11,13
"HMI56_001472-T1",0,8,4,14,17,15,50,24,108,12,125,114,93,149
"HMI56_001473-T1",42,151,155,179,197,160,262,113,732,69,1016,802,804,940
"HMI56_001474-T1",19,101,126,111,86,109,332,155,389,56,480,391,406,445
"HMI56_001475-T1",0,1,5,2,0,0,42,18,36,2,39,21,31,53
"HMI56_001476-T1",0,2,1,1,1,2,12,8,117,10,155,109,103,142
"HMI56_001477-T1",40,117,133,152,159,114,340,156,729,94,704,537,640,631
"HMI56_001478-T1",1,1,3,10,7,6,55,29,36.6641978186878,4,83,72,65,77
"HMI56_001479-T1",48,119,115,115,182,183,472,237,309,63,470,363,327,369
"HMI56_001480-T1",4,5,15,12,2,5,85,43,82,28,140,96,116,174
"HMI56_001481-T1",53,217,96,121,255,250,87,47,137,21,170,104,97,198
"HMI56_001482-T1",177,464,409,538,624,622,3969,2099,831,167,1240,848,1028,1039
"HMI56_001483-T1",2,3,1,7,4,5,28,11,77,11,208,156,170,213
"HMI56_001484-T1",64,151,140,171,249,203,780,411,498,87,660,435,531,593
"HMI56_001485-T1",4,10,16,17,18,7,152,80,110,36,117,93,110,98
"HMI56_001486-T1",0,0,0,0,0,0,13,4,0,0,3,0,0,0
"HMI56_001487-T1",17,45,89,68,73,67,271,118,296,40,380,288,288,377
"HMI56_001488-T1",39,164,188,187,197,172,399,200,527,70,553,417,530,465
"HMI56_001489-T1",8,18,21,35,12,17,197,91,97,15,82,73,74,102
"HMI56_001490-T1",1853,4466,3099,5860,4173,5144,376,185,731,122,778,629,572,606
"HMI56_001491-T1",75,194,98,125,193,175,57,34,60,1,40,29,85,39
"HMI56_001492-T1",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"HMI56_001493-T1",0,8,11,7,6,2,77,51,108,27,164,97,138,204
"HMI56_001494-T1",19,73,64,75,77,42,328,188,378,80,465,351,321,345
"HMI56_001495-T1",316,909,1069,1097,1331,991,3990,1954,1082,270,2982,1937,2407,3202
"HMI56_001496-T1",18,53,56,35,66,56,87,40,163,17,252,150,165,186
"HMI56_001497-T1",0,0,0,0,3,1,6,4,7,1,7,6,0,5
"HMI56_001498-T1",88,249,205,198,347,322,958,424,509,38,926,647,568,690
"HMI56_001499-T1",11,26,45,28.7947424836844,38,44,164,63,165,21,161,141,124.397779514852,157.513430060487
"HMI56_001500-T1",107,219,228,250,288,249,1134,714,1177,213,1387,1004,935,1078
"HMI56_001501-T1",23,50,90,98,86,85,359,137,522,65,585,437,491,476
"HMI56_001502-T1",29,62,56,78,76,68,364,205,139,22,226,193,201,165
"HMI56_001503-T1",12,73,56,86,102,84,419,198,275,46,367,231,268,263
"HMI56_001504-T1",22,53,56,59,60,56,404,253,369,54,434,317,294,355
"HMI56_001505-T1",55,125,157,185,166,137,853,471,601,94,595,445,556,604
"HMI56_001506-T1",16,36,31,47,56,41,13,9,173,26,361,265,262,358
"HMI56_001507-T1",0,3,0,4,9,8,22,4,6,2,33,25,93,72
"HMI56_001508-T1",121.491261458587,327.623003204334,356.95447104444,400.42366742091,427.771203651455,387.776268000374,2715.47470204021,1384.03299263025,1112.45987918918,219.217769559207,1544.00956514037,1128.39283082535,1206.8063416579,1632.93177792617
